City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
495,nabire,ID,-3.37,135.48,75.29,85,100,3.49,overcast clouds
496,cuauhtemoc,MX,28.42,-106.87,78.01,19,0,3.0,clear sky
497,upernavik,GL,72.79,-56.15,25.95,87,90,3.87,overcast clouds
498,neiafu,TO,-18.65,-173.98,77.0,83,75,14.99,broken clouds
499,agadir,MA,30.42,-9.6,68.0,68,0,8.05,clear sky
500,russell,US,32.35,-85.2,73.4,46,1,8.05,clear sky
501,jacareacanga,BR,-6.22,-57.75,99.34,33,88,2.35,overcast clouds
502,chimbarongo,CL,-34.7,-71.05,62.6,45,0,10.29,clear sky
503,chokwe,MZ,-24.53,32.98,76.32,76,2,10.54,clear sky
504,saint-pierre,RE,-21.34,55.48,73.4,73,75,11.41,broken clouds
505,olinda,BR,-8.01,-34.86,82.4,65,40,12.75,scattered clouds
506,puerto maldonado,PE,-12.6,-69.18,95.0,44,97,3.36,overcast clouds
507,kungurtug,RU,50.6,97.52,26.02,90,0,0.87,clear sky
508,chadan,RU,51.28,91.58,34.9,81,73,2.42,broken clouds
509,takoradi,GH,4.88,-1.76,76.86,87,89,7.85,overcast clouds
510,oksfjord,NO,70.24,22.35,51.8,71,0,14.99,clear sky
511,carberry,CA,49.87,-99.36,59.0,44,75,17.22,broken clouds
512,ulaangom,MN,49.98,92.07,33.19,89,0,1.43,clear sky
513,dhidhdhoo,MV,6.88,73.1,81.95,74,48,12.3,scattered clouds
514,walvis bay,NA,-22.96,14.51,59.0,77,1,3.36,clear sky
515,tagusao,PH,9.19,117.81,80.76,81,100,7.94,overcast clouds
516,shache,CN,38.42,77.24,53.11,39,100,5.03,overcast clouds
517,bonavista,CA,48.65,-53.11,48.99,81,93,3.0,overcast clouds
518,jalingo,NG,8.88,11.37,77.7,85,100,2.73,light rain
519,mbuyapey,PY,-26.2,-56.75,90.37,38,100,6.98,overcast clouds
520,glendive,US,47.11,-104.71,66.2,34,1,8.05,clear sky
521,berlevag,NO,70.86,29.09,42.8,93,40,10.29,scattered clouds
522,vardo,NO,70.37,31.11,42.8,87,0,20.8,clear sky
523,arlit,NE,18.74,7.39,100.2,16,4,8.14,clear sky
524,dingle,PH,11.0,122.67,76.55,90,99,1.68,overcast clouds
525,amapa,BR,1.0,-52.0,94.06,37,95,2.98,overcast clouds
526,payo,ID,-3.75,103.64,74.55,83,100,1.74,overcast clouds
527,puerto cabezas,NI,14.04,-83.39,89.6,66,75,4.7,haze
528,magadan,RU,59.57,150.8,40.93,78,100,8.81,overcast clouds
529,abashiri,JP,44.02,144.27,55.99,82,100,1.01,moderate rain
530,mandalgovi,MN,45.76,106.27,26.2,72,0,4.43,clear sky
531,muyezerskiy,RU,63.93,31.65,45.82,94,100,6.91,overcast clouds
532,dubai,AE,25.26,55.3,91.4,70,0,6.93,clear sky
533,raudeberg,NO,61.99,5.14,62.01,67,100,7.2,light rain
534,puerto carreno,CO,6.19,-67.49,91.54,55,8,2.77,light rain
535,waddan,LY,29.16,16.14,90.82,12,13,16.37,few clouds
536,pizarro,CO,4.95,-77.37,76.48,91,98,9.04,light rain
537,escarcega,MX,18.61,-90.75,84.18,54,12,10.31,few clouds
538,caravelas,BR,-17.71,-39.25,81.0,60,0,6.78,clear sky
539,sidney,AU,-33.87,151.21,64.99,88,0,6.93,clear sky
540,luwuk,ID,-0.95,122.79,77.07,76,100,5.66,overcast clouds
541,kilis,TR,36.72,37.12,68.0,34,0,4.63,clear sky
542,gwadar,PK,25.12,62.33,84.16,60,0,6.29,clear sky
543,atar,MR,20.52,-13.05,81.61,56,100,4.79,light rain
544,yeppoon,AU,-23.13,150.73,62.6,88,33,4.7,scattered clouds
545,tadine,NC,-21.55,167.88,68.67,83,29,10.56,scattered clouds
546,carmo do paranaiba,BR,-19.0,-46.32,96.01,23,42,5.01,scattered clouds
547,tongchuan,CN,35.08,109.09,51.42,41,100,4.23,light rain
548,astara,AZ,38.5,48.67,64.4,88,90,1.36,light rain
549,yangambi,CD,0.81,24.43,72.28,84,1,1.7,light rain
550,sungairaya,ID,0.7,108.9,76.64,88,100,3.36,moderate rain
551,mahanoro,MG,-19.9,48.8,71.22,91,99,1.92,moderate rain
552,la palma,US,33.85,-118.05,88.0,37,1,3.36,haze
553,kollam,IN,8.88,76.6,80.6,88,20,5.82,mist
554,rawson,AR,-43.3,-65.1,61.2,32,100,20.22,overcast clouds
555,trapani,IT,37.83,12.67,77.0,77,0,3.36,clear sky
556,kangundo,KE,-1.3,37.35,66.29,53,62,11.25,broken clouds
557,novobelokatay,RU,55.71,58.95,33.01,88,0,0.69,clear sky
558,vic,ES,41.93,2.25,63.0,68,81,3.96,broken clouds
559,kushmurun,KZ,52.45,64.63,38.01,72,0,10.89,clear sky
560,key west,US,24.56,-81.78,89.6,70,20,16.11,few clouds
561,kemin,KG,42.78,75.69,47.77,51,0,2.24,clear sky
562,bam,IR,29.11,58.36,73.94,20,0,7.47,clear sky
563,dhuburi,IN,26.03,89.97,81.14,80,100,1.34,overcast clouds
564,conde,BR,-7.26,-34.91,84.2,62,20,12.75,few clouds
565,abnub,EG,27.27,31.15,80.6,47,0,13.87,clear sky
566,miles city,US,46.41,-105.84,64.4,31,1,4.7,clear sky
567,victoria point,AU,-27.58,153.3,66.99,64,81,1.01,broken clouds
568,pasco,US,28.29,-82.42,75.99,94,100,3.0,overcast clouds
569,solaro,IT,44.88,9.17,55.99,76,100,5.91,overcast clouds
570,gold coast,AU,-28.0,153.43,69.8,56,90,9.17,overcast clouds
571,bunia,CD,1.57,30.25,64.44,79,26,3.04,scattered clouds
572,erzin,TR,36.96,36.2,79.0,64,16,3.87,few clouds
573,freeport,US,40.66,-73.58,69.01,45,75,11.41,broken clouds
574,raga,SS,8.46,25.68,71.89,84,20,0.87,few clouds
575,daru,PG,-9.08,143.21,77.27,88,61,17.4,light rain
576,coolum beach,AU,-26.53,153.1,62.01,89,1,7.43,clear sky
577,hirara,JP,24.8,125.28,80.02,80,70,18.25,broken clouds
578,kurumkan,RU,54.3,110.3,30.2,88,0,0.47,clear sky
579,thaba-tseka,LS,-29.52,28.61,49.26,41,0,3.8,clear sky
580,whitehorse,CA,60.72,-135.05,41.0,75,90,13.87,overcast clouds
581,corner brook,CA,48.97,-57.95,55.4,58,75,12.75,broken clouds
582,katherine,AU,-14.47,132.27,82.4,61,90,11.41,overcast clouds
583,berbera,SO,10.44,45.01,85.15,56,0,2.55,clear sky
584,arman,RU,59.7,150.17,41.18,80,100,7.07,overcast clouds
585,velenje,SI,46.36,15.11,55.0,87,0,3.29,clear sky
586,khasan,RU,42.43,130.64,49.44,71,0,17.52,clear sky
587,voznesenye,RU,61.01,35.48,54.14,78,100,13.11,overcast clouds
588,itarema,BR,-2.92,-39.92,83.01,68,0,19.1,clear sky
589,hit,IQ,33.64,42.83,81.36,27,0,9.46,clear sky
590,salalah,OM,17.02,54.09,77.0,94,40,3.36,scattered clouds
591,chaozhou,CN,23.67,116.64,80.6,83,20,6.71,few clouds
592,hamilton,US,39.18,-84.53,64.4,52,90,12.75,light rain
593,tabora,TZ,-5.02,32.8,78.8,29,2,8.88,clear sky
594,tomigusuku,JP,26.18,127.67,78.8,78,20,6.93,few clouds
595,pitimbu,BR,-7.47,-34.81,84.2,62,20,12.75,few clouds
596,dauphin,CA,51.15,-100.05,55.4,58,75,13.87,broken clouds
597,makaha,US,21.47,-158.22,80.6,73,75,4.76,broken clouds
598,eberswalde,DE,52.83,13.82,55.0,66,0,6.11,clear sky
599,coruripe,BR,-10.13,-36.18,79.16,74,100,11.9,overcast clouds
600,kimbe,PG,-5.55,150.14,75.51,87,29,4.99,scattered clouds
601,yacuiba,BO,-22.04,-63.68,83.43,27,0,9.35,clear sky
602,mosonmagyarovar,HU,47.87,17.27,62.01,73,0,1.01,clear sky
603,rosendal,NO,59.99,6.01,57.0,78,100,3.0,light rain
604,nizhnevartovsk,RU,60.93,76.55,32.0,97,40,8.95,light snow
605,waw,SS,7.7,28.0,74.75,76,0,1.92,clear sky
606,araouane,ML,18.9,-3.53,87.26,46,100,15.75,light rain
607,chokurdakh,RU,70.63,147.92,27.36,93,99,9.08,overcast clouds
608,praia,CV,14.92,-23.51,80.6,65,40,17.22,scattered clouds
609,valle de allende,MX,26.93,-105.4,77.38,21,0,12.12,clear sky
610,misawa,JP,40.68,141.36,60.8,100,75,1.12,light intensity shower rain
611,algiers,DZ,36.75,3.04,69.8,64,40,12.75,scattered clouds
612,mnogovershinnyy,RU,53.94,139.92,41.65,98,100,11.81,moderate rain
613,bikaner,IN,28.02,73.3,85.68,14,0,6.24,clear sky
614,kalmunai,LK,7.42,81.82,78.85,69,0,5.35,clear sky
615,nador,MA,35.17,-2.93,69.8,56,100,9.17,overcast clouds
616,teya,RU,60.38,92.63,43.56,86,100,7.49,light rain
617,seydi,TM,39.48,62.91,58.01,33,0,11.23,clear sky
618,pandan,PH,14.05,124.17,80.01,80,14,2.71,few clouds
619,santa rosa,PH,14.31,121.11,81.0,88,20,3.36,few clouds
620,constitucion,CL,-35.33,-72.42,56.5,51,0,17.27,clear sky
621,beroroha,MG,-21.67,45.17,75.54,61,33,4.16,scattered clouds
622,port blair,IN,11.67,92.75,80.35,84,100,10.51,light rain
623,huichapan,MX,20.38,-99.65,71.6,30,40,11.41,scattered clouds
624,amuntai,ID,-2.42,115.25,75.13,87,100,1.19,overcast clouds
625,sesheke,ZM,-17.48,24.3,82.4,26,85,1.12,overcast clouds
626,angoche,MZ,-16.23,39.91,75.07,88,0,5.46,clear sky
627,hof,DE,50.32,11.92,50.0,73,0,5.01,clear sky
628,sao joao da barra,BR,-21.64,-41.05,78.8,74,75,13.87,broken clouds
629,bogovina,RS,43.9,21.94,77.0,53,0,4.7,clear sky
630,kota kinabalu,MY,5.97,116.07,75.2,94,40,10.29,moderate rain
631,port hueneme,US,34.15,-119.2,81.0,50,1,5.06,haze
632,pucara,PE,-15.98,-71.46,66.2,20,75,10.29,broken clouds
633,agirish,RU,61.92,63.02,31.98,92,100,5.57,overcast clouds
634,matamoros,MX,25.53,-103.25,80.6,26,5,7.11,clear sky
635,stawell,AU,-37.05,142.77,45.46,94,100,19.19,light rain
636,guanica,PR,17.97,-66.91,84.0,73,100,1.01,overcast clouds
637,hastings,GB,50.86,0.57,52.0,96,100,4.0,light rain
638,dawlatabad,AF,36.41,64.91,55.17,37,0,1.59,clear sky
639,anito,PH,12.45,125.29,77.95,87,100,2.95,light rain
640,rocha,UY,-34.48,-54.33,57.78,64,47,15.82,scattered clouds
641,jacqueville,CI,5.21,-4.41,80.6,83,40,10.29,scattered clouds
642,pyapon,MM,16.28,95.68,76.78,91,100,2.66,light rain
643,kupino,RU,54.37,77.3,35.02,84,91,10.71,overcast clouds
644,lumeje,AO,-11.55,20.78,80.55,21,0,2.33,clear sky
645,pergamino,AR,-33.89,-60.57,49.33,92,100,3.89,overcast clouds
646,contamana,PE,-7.33,-75.02,98.51,32,36,2.82,scattered clouds
647,khor,RU,47.89,134.95,45.37,82,100,16.75,moderate rain
648,puerto escondido,MX,15.85,-97.07,86.0,70,40,5.82,scattered clouds
649,amahai,ID,-3.33,128.92,76.93,86,98,1.48,overcast clouds
650,yerbogachen,RU,61.28,108.01,38.43,93,100,7.29,overcast clouds
651,sarankhola,BD,22.31,89.79,78.8,93,57,1.7,broken clouds
652,hobyo,SO,5.35,48.53,79.45,83,5,15.55,clear sky
653,strezhevoy,RU,60.73,77.59,32.0,98,40,8.95,light snow
654,pundaguitan,PH,6.37,126.17,83.97,76,59,9.44,light rain
655,jasper,US,37.2,-94.35,64.4,39,1,5.82,clear sky
656,toora-khem,RU,52.47,96.11,26.76,93,0,1.23,clear sky
657,peace river,CA,56.25,-117.29,60.8,38,75,17.22,broken clouds
658,abu kamal,SY,34.45,40.92,78.04,25,0,8.95,clear sky
659,dzaoudzi,YT,-12.79,45.27,78.8,78,25,6.93,scattered clouds
660,khandyga,RU,62.67,135.6,25.11,93,0,2.26,clear sky
661,haines junction,CA,60.75,-137.51,42.28,72,100,3.02,overcast clouds
662,biak,ID,-0.91,122.88,76.69,80,99,7.09,overcast clouds
663,kaka,TM,37.35,59.61,55.51,36,0,3.0,clear sky
664,kamien pomorski,PL,53.97,14.77,57.0,81,41,6.93,scattered clouds
665,nacozari,MX,25.34,-108.26,96.01,53,0,3.0,clear sky
666,biltine,TD,14.53,20.92,84.16,56,67,14.5,broken clouds
667,kloulklubed,PW,7.04,134.26,82.4,83,75,8.05,broken clouds
668,effingham,US,32.37,-81.33,75.2,50,75,10.29,broken clouds
669,lambarene,GA,-0.7,10.24,75.52,94,100,8.48,moderate rain
670,djibo,BF,14.1,-1.63,91.76,37,64,12.24,broken clouds
671,marawi,PH,8.0,124.29,77.0,87,98,5.01,overcast clouds
672,ville-marie,CA,47.33,-79.43,44.6,65,90,1.72,overcast clouds
673,kavieng,PG,-2.57,150.8,83.01,79,46,14.94,scattered clouds
674,los llanos de aridane,ES,28.66,-17.92,71.6,88,75,10.29,drizzle
675,pula,HR,44.87,13.85,62.6,82,75,6.93,broken clouds
676,maldonado,UY,-34.67,-54.92,62.6,48,75,19.46,broken clouds
677,ewo,CG,-0.87,14.82,73.8,87,100,5.44,overcast clouds
678,valentin gomez farias,MX,28.22,-106.58,78.44,19,0,11.41,clear sky
679,rudbar,AF,30.15,62.6,70.81,23,0,10.56,clear sky
680,vila velha,BR,-20.33,-40.29,81.0,78,20,12.75,few clouds
681,korla,CN,41.76,86.15,48.99,90,48,3.0,scattered clouds
682,balikpapan,ID,-1.27,116.83,78.28,88,100,8.86,overcast clouds
683,umm kaddadah,SD,13.6,26.69,84.97,38,100,6.44,overcast clouds
684,tinalmud,PH,13.59,122.88,79.57,82,88,3.85,overcast clouds
685,caiaponia,BR,-16.96,-51.81,103.51,10,83,9.46,broken clouds
686,mashhad,IR,36.3,59.61,60.8,21,0,9.17,clear sky
687,olafsvik,IS,64.89,-23.71,43.38,81,99,10.96,overcast clouds
688,san ramon de la nueva oran,AR,-23.13,-64.33,75.99,36,0,1.99,clear sky
689,inirida,CO,3.87,-67.92,88.41,64,94,1.61,light rain
690,tual,ID,-5.67,132.75,79.48,77,100,3.42,overcast clouds
691,carauari,BR,-4.88,-66.9,95.43,41,93,1.9,overcast clouds
692,uruguaiana,BR,-29.75,-57.09,66.2,72,90,5.82,overcast clouds
693,gay,RU,51.47,58.46,44.6,45,85,15.66,overcast clouds
694,lixourion,GR,38.2,20.43,78.8,88,40,6.93,scattered clouds
695,dengfeng,CN,34.46,113.03,60.01,99,100,2.1,light rain
696,hefei,CN,31.86,117.28,51.8,71,0,4.47,light rain
697,casas grandes,MX,30.37,-107.95,82.0,16,0,5.99,clear sky
698,tarazona,ES,41.9,-1.73,55.4,87,20,4.09,few clouds
699,sembe,CG,1.65,14.58,72.81,92,9,2.3,moderate rain
700,shingu,JP,33.73,135.98,68.16,87,89,4.65,overcast clouds
701,moquegua,PE,-17.2,-70.94,81.07,16,17,10.42,few clouds
702,muisne,EC,0.6,-80.03,82.4,78,75,11.41,broken clouds
703,beeville,US,28.4,-97.75,86.0,48,0,5.01,clear sky
704,torbat-e jam,IR,35.24,60.62,55.33,36,0,6.85,clear sky
